week_id,academic_year,week_of_year,date,day_of_week
2023-2024-W36,2023-2024,36,2024-05-09,Thursday
2023-2024-W36,2023-2024,36,2024-05-10,Friday
2023-2024-W37,2023-2024,37,2024-05-13,Monday
2023-2024-W37,2023-2024,37,2024-05-14,Tuesday
2023-2024-W37,2023-2024,37,2024-05-15,Wednesday
2023-2024-W37,2023-2024,37,2024-05-16,Thursday
2023-2024-W37,2023-2024,37,2024-05-17,Friday
2023-2024-W38,2023-2024,38,2024-05-20,Monday
2023-2024-W38,2023-2024,38,2024-05-21,Tuesday
2023-2024-W38,2023-2024,38,2024-05-22,Wednesday
2023-2024-W38,2023-2024,38,2024-05-23,Thursday
2023-2024-W38,2023-2024,38,2024-05-24,Friday
2023-2024-W39,2023-2024,39,2024-05-27,Monday
2023-2024-W39,2023-2024,39,2024-05-28,Tuesday
2023-2024-W39,2023-2024,39,2024-05-29,Wednesday
2023-2024-W39,2023-2024,39,2024-05-30,Thursday
2023-2024-W39,2023-2024,39,2024-05-31,Friday
2024-2025-W01,2024-2025,1,2024-09-02,Monday
2024-2025-W01,2024-2025,1,2024-09-03,Tuesday
2024-2025-W01,2024-2025,1,2024-09-04,Wednesday
2024-2025-W01,2024-2025,1,2024-09-05,Thursday
2024-2025-W01,2024-2025,1,2024-09-06,Friday
2024-2025-W02,2024-2025,2,2024-09-09,Monday
2024-2025-W02,2024-2025,2,2024-09-10,Tuesday
2024-2025-W02,2024-2025,2,2024-09-11,Wednesday
2024-2025-W02,2024-2025,2,2024-09-12,Thursday
2024-2025-W02,2024-2025,2,2024-09-13,Friday
2024-2025-W03,2024-2025,3,2024-09-16,Monday
2024-2025-W03,2024-2025,3,2024-09-17,Tuesday
2024-2025-W03,2024-2025,3,2024-09-18,Wednesday
2024-2025-W03,2024-2025,3,2024-09-19,Thursday
2024-2025-W03,2024-2025,3,2024-09-20,Friday
2024-2025-W04,2024-2025,4,2024-09-23,Monday
2024-2025-W04,2024-2025,4,2024-09-24,Tuesday
2024-2025-W04,2024-2025,4,2024-09-25,Wednesday
2024-2025-W04,2024-2025,4,2024-09-26,Thursday
2024-2025-W04,2024-2025,4,2024-09-27,Friday
2024-2025-W05,2024-2025,5,2024-09-30,Monday
2024-2025-W05,2024-2025,5,2024-10-01,Tuesday
2024-2025-W05,2024-2025,5,2024-10-02,Wednesday
2024-2025-W05,2024-2025,5,2024-10-03,Thursday
2024-2025-W05,2024-2025,5,2024-10-04,Friday
2024-2025-W06,2024-2025,6,2024-10-07,Monday
2024-2025-W06,2024-2025,6,2024-10-08,Tuesday
2024-2025-W06,2024-2025,6,2024-10-09,Wednesday
2024-2025-W06,2024-2025,6,2024-10-10,Thursday
2024-2025-W06,2024-2025,6,2024-10-11,Friday
2024-2025-W07,2024-2025,7,2024-10-14,Monday
2024-2025-W07,2024-2025,7,2024-10-15,Tuesday
2024-2025-W07,2024-2025,7,2024-10-16,Wednesday
2024-2025-W07,2024-2025,7,2024-10-17,Thursday
2024-2025-W07,2024-2025,7,2024-10-18,Friday
2024-2025-W08,2024-2025,8,2024-10-21,Monday
2024-2025-W08,2024-2025,8,2024-10-22,Tuesday
2024-2025-W08,2024-2025,8,2024-10-23,Wednesday
2024-2025-W08,2024-2025,8,2024-10-24,Thursday
2024-2025-W08,2024-2025,8,2024-10-25,Friday
2024-2025-W09,2024-2025,9,2024-10-28,Monday
2024-2025-W09,2024-2025,9,2024-10-29,Tuesday
2024-2025-W09,2024-2025,9,2024-10-30,Wednesday
2024-2025-W09,2024-2025,9,2024-10-31,Thursday
2024-2025-W09,2024-2025,9,2024-11-01,Friday
2024-2025-W10,2024-2025,10,2024-11-04,Monday
2024-2025-W10,2024-2025,10,2024-11-05,Tuesday
2024-2025-W10,2024-2025,10,2024-11-06,Wednesday
2024-2025-W10,2024-2025,10,2024-11-07,Thursday
2024-2025-W10,2024-2025,10,2024-11-08,Friday
2024-2025-W11,2024-2025,11,2024-11-11,Monday
2024-2025-W11,2024-2025,11,2024-11-12,Tuesday
2024-2025-W11,2024-2025,11,2024-11-13,Wednesday
2024-2025-W11,2024-2025,11,2024-11-14,Thursday
2024-2025-W11,2024-2025,11,2024-11-15,Friday
2024-2025-W12,2024-2025,12,2024-11-18,Monday
2024-2025-W12,2024-2025,12,2024-11-19,Tuesday
2024-2025-W12,2024-2025,12,2024-11-20,Wednesday
2024-2025-W12,2024-2025,12,2024-11-21,Thursday
2024-2025-W12,2024-2025,12,2024-11-22,Friday
2024-2025-W13,2024-2025,13,2024-11-25,Monday
2024-2025-W13,2024-2025,13,2024-11-26,Tuesday
2024-2025-W13,2024-2025,13,2024-11-27,Wednesday
2024-2025-W13,2024-2025,13,2024-11-28,Thursday
2024-2025-W13,2024-2025,13,2024-11-29,Friday
2024-2025-W14,2024-2025,14,2024-12-02,Monday
2024-2025-W14,2024-2025,14,2024-12-03,Tuesday
2024-2025-W14,2024-2025,14,2024-12-04,Wednesday
2024-2025-W14,2024-2025,14,2024-12-05,Thursday
2024-2025-W14,2024-2025,14,2024-12-06,Friday
2024-2025-W15,2024-2025,15,2024-12-09,Monday
2024-2025-W15,2024-2025,15,2024-12-10,Tuesday
2024-2025-W15,2024-2025,15,2024-12-11,Wednesday
2024-2025-W15,2024-2025,15,2024-12-12,Thursday
2024-2025-W15,2024-2025,15,2024-12-13,Friday
2024-2025-W16,2024-2025,16,2024-12-16,Monday
2024-2025-W16,2024-2025,16,2024-12-17,Tuesday
2024-2025-W16,2024-2025,16,2024-12-18,Wednesday
2024-2025-W16,2024-2025,16,2024-12-19,Thursday
2024-2025-W16,2024-2025,16,2024-12-20,Friday
2024-2025-W17,2024-2025,17,2024-12-23,Monday
2024-2025-W17,2024-2025,17,2024-12-24,Tuesday
2024-2025-W17,2024-2025,17,2024-12-25,Wednesday
2024-2025-W17,2024-2025,17,2024-12-26,Thursday
2024-2025-W17,2024-2025,17,2024-12-27,Friday
2024-2025-W18,2024-2025,18,2024-12-30,Monday
2024-2025-W18,2024-2025,18,2024-12-31,Tuesday
2024-2025-W18,2024-2025,18,2025-01-01,Wednesday
2024-2025-W18,2024-2025,18,2025-01-02,Thursday
2024-2025-W18,2024-2025,18,2025-01-03,Friday
2024-2025-W19,2024-2025,19,2025-01-06,Monday
2024-2025-W19,2024-2025,19,2025-01-07,Tuesday
2024-2025-W19,2024-2025,19,2025-01-08,Wednesday
2024-2025-W19,2024-2025,19,2025-01-09,Thursday
2024-2025-W19,2024-2025,19,2025-01-10,Friday
2024-2025-W20,2024-2025,20,2025-01-13,Monday
2024-2025-W20,2024-2025,20,2025-01-14,Tuesday
2024-2025-W20,2024-2025,20,2025-01-15,Wednesday
2024-2025-W20,2024-2025,20,2025-01-16,Thursday
2024-2025-W20,2024-2025,20,2025-01-17,Friday
2024-2025-W21,2024-2025,21,2025-01-20,Monday
2024-2025-W21,2024-2025,21,2025-01-21,Tuesday
2024-2025-W21,2024-2025,21,2025-01-22,Wednesday
2024-2025-W21,2024-2025,21,2025-01-23,Thursday
2024-2025-W21,2024-2025,21,2025-01-24,Friday
2024-2025-W22,2024-2025,22,2025-01-27,Monday
2024-2025-W22,2024-2025,22,2025-01-28,Tuesday
2024-2025-W22,2024-2025,22,2025-01-29,Wednesday
2024-2025-W22,2024-2025,22,2025-01-30,Thursday
2024-2025-W22,2024-2025,22,2025-01-31,Friday
2024-2025-W23,2024-2025,23,2025-02-03,Monday
2024-2025-W23,2024-2025,23,2025-02-04,Tuesday
2024-2025-W23,2024-2025,23,2025-02-05,Wednesday
2024-2025-W23,2024-2025,23,2025-02-06,Thursday
2024-2025-W23,2024-2025,23,2025-02-07,Friday
2024-2025-W24,2024-2025,24,2025-02-10,Monday
2024-2025-W24,2024-2025,24,2025-02-11,Tuesday
2024-2025-W24,2024-2025,24,2025-02-12,Wednesday
2024-2025-W24,2024-2025,24,2025-02-13,Thursday
2024-2025-W24,2024-2025,24,2025-02-14,Friday
2024-2025-W25,2024-2025,25,2025-02-17,Monday
2024-2025-W25,2024-2025,25,2025-02-18,Tuesday
2024-2025-W25,2024-2025,25,2025-02-19,Wednesday
2024-2025-W25,2024-2025,25,2025-02-20,Thursday
2024-2025-W25,2024-2025,25,2025-02-21,Friday
2024-2025-W26,2024-2025,26,2025-02-24,Monday
2024-2025-W26,2024-2025,26,2025-02-25,Tuesday
2024-2025-W26,2024-2025,26,2025-02-26,Wednesday
2024-2025-W26,2024-2025,26,2025-02-27,Thursday
2024-2025-W26,2024-2025,26,2025-02-28,Friday
2024-2025-W27,2024-2025,27,2025-03-03,Monday
2024-2025-W27,2024-2025,27,2025-03-04,Tuesday
2024-2025-W27,2024-2025,27,2025-03-05,Wednesday
2024-2025-W27,2024-2025,27,2025-03-06,Thursday
2024-2025-W27,2024-2025,27,2025-03-07,Friday
2024-2025-W28,2024-2025,28,2025-03-10,Monday
2024-2025-W28,2024-2025,28,2025-03-11,Tuesday
2024-2025-W28,2024-2025,28,2025-03-12,Wednesday
2024-2025-W28,2024-2025,28,2025-03-13,Thursday
2024-2025-W28,2024-2025,28,2025-03-14,Friday
2024-2025-W29,2024-2025,29,2025-03-17,Monday
2024-2025-W29,2024-2025,29,2025-03-18,Tuesday
2024-2025-W29,2024-2025,29,2025-03-19,Wednesday
2024-2025-W29,2024-2025,29,2025-03-20,Thursday
2024-2025-W29,2024-2025,29,2025-03-21,Friday
2024-2025-W30,2024-2025,30,2025-03-24,Monday
2024-2025-W30,2024-2025,30,2025-03-25,Tuesday
2024-2025-W30,2024-2025,30,2025-03-26,Wednesday
2024-2025-W30,2024-2025,30,2025-03-27,Thursday
2024-2025-W30,2024-2025,30,2025-03-28,Friday
2024-2025-W31,2024-2025,31,2025-03-31,Monday
2024-2025-W31,2024-2025,31,2025-04-01,Tuesday
2024-2025-W31,2024-2025,31,2025-04-02,Wednesday
2024-2025-W31,2024-2025,31,2025-04-03,Thursday
2024-2025-W31,2024-2025,31,2025-04-04,Friday
2024-2025-W32,2024-2025,32,2025-04-07,Monday
2024-2025-W32,2024-2025,32,2025-04-08,Tuesday
2024-2025-W32,2024-2025,32,2025-04-09,Wednesday
2024-2025-W32,2024-2025,32,2025-04-10,Thursday
2024-2025-W32,2024-2025,32,2025-04-11,Friday
2024-2025-W33,2024-2025,33,2025-04-14,Monday
2024-2025-W33,2024-2025,33,2025-04-15,Tuesday
2024-2025-W33,2024-2025,33,2025-04-16,Wednesday
2024-2025-W33,2024-2025,33,2025-04-17,Thursday
2024-2025-W33,2024-2025,33,2025-04-18,Friday
2024-2025-W34,2024-2025,34,2025-04-21,Monday
2024-2025-W34,2024-2025,34,2025-04-22,Tuesday
2024-2025-W34,2024-2025,34,2025-04-23,Wednesday
2024-2025-W34,2024-2025,34,2025-04-24,Thursday
2024-2025-W34,2024-2025,34,2025-04-25,Friday
2024-2025-W35,2024-2025,35,2025-04-28,Monday
2024-2025-W35,2024-2025,35,2025-04-29,Tuesday
2024-2025-W35,2024-2025,35,2025-04-30,Wednesday
2024-2025-W35,2024-2025,35,2025-05-01,Thursday
2024-2025-W35,2024-2025,35,2025-05-02,Friday
2024-2025-W36,2024-2025,36,2025-05-05,Monday
2024-2025-W36,2024-2025,36,2025-05-06,Tuesday
2024-2025-W36,2024-2025,36,2025-05-07,Wednesday
2024-2025-W36,2024-2025,36,2025-05-08,Thursday
2024-2025-W36,2024-2025,36,2025-05-09,Friday
2024-2025-W37,2024-2025,37,2025-05-12,Monday
2024-2025-W37,2024-2025,37,2025-05-13,Tuesday
2024-2025-W37,2024-2025,37,2025-05-14,Wednesday
2024-2025-W37,2024-2025,37,2025-05-15,Thursday
2024-2025-W37,2024-2025,37,2025-05-16,Friday
2024-2025-W38,2024-2025,38,2025-05-19,Monday
2024-2025-W38,2024-2025,38,2025-05-20,Tuesday
2024-2025-W38,2024-2025,38,2025-05-21,Wednesday
2024-2025-W38,2024-2025,38,2025-05-22,Thursday
2024-2025-W38,2024-2025,38,2025-05-23,Friday
2024-2025-W39,2024-2025,39,2025-05-26,Monday
2024-2025-W39,2024-2025,39,2025-05-27,Tuesday
2024-2025-W39,2024-2025,39,2025-05-28,Wednesday
2024-2025-W39,2024-2025,39,2025-05-29,Thursday
2024-2025-W39,2024-2025,39,2025-05-30,Friday
